region	trait_pair	eur_h4	afr_h4	expected_afr	residual	power_ratio	classification
13:64750000-68250000	t2d-stroke	0.0044	0.0071	0.0030	0.0041	0.647	CONCORDANT_NULL
12:117750000-119250000	t2d-stroke	0.0044	0.0064	0.0030	0.0034	0.653	CONCORDANT_NULL
6:11750000-14250000	t2d-stroke	0.0044	0.0102	0.0031	0.0071	0.683	CONCORDANT_NULL
5:79750000-82250000	t2d-stroke	0.0044	0.0085	0.0028	0.0057	0.560	CONCORDANT_NULL
4:118750000-121250000	t2d-stroke	0.0043	0.0073	0.0029	0.0044	0.618	CONCORDANT_NULL
1:220750000-222250000	t2d-stroke	0.0043	0.0088	0.0028	0.0060	0.603	CONCORDANT_NULL
5:48750000-54250000	t2d-stroke	0.0043	0.0293	0.0029	0.0264	0.624	CONCORDANT_NULL
17:26750000-33250000	t2d-stroke	0.0043	0.0232	0.0030	0.0202	0.670	CONCORDANT_NULL
14:59750000-61250000	t2d-asthma	0.0043	0.0102	0.0037	0.0065	62.133	CONCORDANT_NULL
4:43750000-46250000	t2d-stroke	0.0043	0.0182	0.0029	0.0153	0.649	CONCORDANT_NULL
16:13750000-16250000	t2d-stroke	0.0042	0.0037	0.0029	0.0008	0.673	CONCORDANT_NULL
13:84750000-87250000	t2d-stroke	0.0042	0.0078	0.0027	0.0051	0.553	CONCORDANT_NULL
14:22750000-26250000	t2d-stroke	0.0042	0.0070	0.0030	0.0040	0.684	CONCORDANT_NULL
9:132750000-134250000	t2d-stroke	0.0042	0.0056	0.0027	0.0029	0.569	CONCORDANT_NULL
8:13750000-16250000	t2d-stroke	0.0041	0.0957	0.0029	0.0928	0.697	CONCORDANT_NULL
6:125750000-132250000	t2d-stroke	0.0041	0.0090	0.0028	0.0062	0.647	CONCORDANT_NULL
20:5750000-7250000	t2d-stroke	0.0041	0.0051	0.0028	0.0023	0.636	CONCORDANT_NULL
8:128750000-130250000	t2d-stroke	0.0041	0.0030	0.0028	0.0002	0.668	CONCORDANT_NULL
10:132750000-135250000	t2d-stroke	0.0041	0.0055	0.0026	0.0029	0.546	CONCORDANT_NULL
10:117750000-119250000	t2d-stroke	0.0041	0.0044	0.0030	0.0014	0.740	CONCORDANT_NULL
12:93750000-95250000	t2d-stroke	0.0040	0.0078	0.0027	0.0051	0.616	CONCORDANT_NULL
10:86750000-90250000	t2d-stroke	0.0040	0.0096	0.0026	0.0070	0.594	CONCORDANT_NULL
2:0-1250000	t2d-stroke	0.0040	0.0155	0.0029	0.0126	0.717	CONCORDANT_NULL
1:95750000-99250000	t2d-stroke	0.0040	0.0397	0.0026	0.0371	0.579	CONCORDANT_NULL
6:138750000-140250000	t2d-stroke	0.0040	0.0102	0.0028	0.0074	0.672	CONCORDANT_NULL
22:33750000-37250000	t2d-stroke	0.0040	0.0092	0.0027	0.0065	0.633	CONCORDANT_NULL
13:61750000-63250000	t2d-stroke	0.0039	0.0021	0.0025	-0.0004	0.567	CONCORDANT_NULL
5:129750000-134250000	t2d-stroke	0.0039	0.0101	0.0029	0.0072	0.743	CONCORDANT_NULL
17:20750000-22250000	t2d-stroke	0.0039	0.0023	0.0026	-0.0003	0.605	CONCORDANT_NULL
12:7750000-10250000	t2d-stroke	0.0039	0.0107	0.0028	0.0079	0.728	CONCORDANT_NULL
6:146750000-148250000	t2d-stroke	0.0039	0.0025	0.0027	-0.0002	0.644	CONCORDANT_NULL
17:14750000-17250000	t2d-stroke	0.0038	0.0058	0.0027	0.0031	0.693	CONCORDANT_NULL
1:193750000-196250000	t2d-stroke	0.0038	0.0087	0.0026	0.0061	0.658	CONCORDANT_NULL
3:55750000-58250000	t2d-stroke	0.0038	0.0153	0.0025	0.0128	0.612	CONCORDANT_NULL
8:119750000-121250000	t2d-stroke	0.0038	0.0056	0.0027	0.0029	0.674	CONCORDANT_NULL
5:171750000-174250000	t2d-stroke	0.0038	0.0040	0.0025	0.0015	0.590	CONCORDANT_NULL
5:166750000-169250000	t2d-stroke	0.0038	0.0177	0.0024	0.0153	0.571	CONCORDANT_NULL
7:120750000-124250000	t2d-stroke	0.0038	0.0061	0.0026	0.0035	0.634	CONCORDANT_NULL
7:31750000-33250000	t2d-stroke	0.0038	0.0099	0.0027	0.0072	0.713	CONCORDANT_NULL
1:91750000-95250000	t2d-stroke	0.0038	0.0104	0.0027	0.0077	0.690	CONCORDANT_NULL
2:103750000-106250000	t2d-stroke	0.0038	0.0039	0.0026	0.0013	0.627	CONCORDANT_NULL
3:22750000-26250000	t2d-stroke	0.0037	0.0447	0.0024	0.0423	0.592	CONCORDANT_NULL
18:68750000-70250000	t2d-stroke	0.0037	0.0059	0.0025	0.0034	0.632	CONCORDANT_NULL
3:160750000-162250000	t2d-stroke	0.0037	0.0026	0.0025	0.0001	0.614	CONCORDANT_NULL
8:3750000-5250000	t2d-stroke	0.0037	0.0053	0.0025	0.0028	0.621	CONCORDANT_NULL
1:178750000-181250000	t2d-stroke	0.0037	0.0085	0.0025	0.0060	0.628	CONCORDANT_NULL
8:22750000-24250000	t2d-stroke	0.0037	0.0126	0.0026	0.0100	0.665	CONCORDANT_NULL
8:94750000-97250000	t2d-asthma	0.0037	0.0283	0.0031	0.0252	62.881	CONCORDANT_NULL
14:71750000-74250000	t2d-stroke	0.0036	0.0152	0.0024	0.0128	0.639	CONCORDANT_NULL
13:88750000-90250000	t2d-stroke	0.0036	0.0133	0.0021	0.0112	0.476	CONCORDANT_NULL
8:66750000-69250000	t2d-stroke	0.0036	0.0084	0.0024	0.0060	0.632	CONCORDANT_NULL
1:91750000-95250000	t2d-asthma	0.0036	0.0242	0.0031	0.0211	68.848	CONCORDANT_NULL
3:126750000-129250000	t2d-stroke	0.0036	0.0040	0.0026	0.0014	0.694	CONCORDANT_NULL
14:37750000-39250000	t2d-stroke	0.0036	0.0049	0.0024	0.0025	0.633	CONCORDANT_NULL
2:21750000-23250000	t2d-stroke	0.0036	0.0042	0.0026	0.0016	0.726	CONCORDANT_NULL
2:240750000-242250000	t2d-stroke	0.0036	0.0062	0.0025	0.0037	0.649	CONCORDANT_NULL
8:19750000-21250000	t2d-stroke	0.0036	0.0188	0.0022	0.0166	0.526	CONCORDANT_NULL
5:120750000-125250000	t2d-stroke	0.0036	0.0172	0.0024	0.0148	0.595	CONCORDANT_NULL
5:120750000-125250000	t2d-asthma	0.0036	0.0386	0.0031	0.0355	65.411	CONCORDANT_NULL
2:49750000-51250000	t2d-stroke	0.0036	0.0027	0.0027	0.0000	0.769	CONCORDANT_NULL
18:38750000-43250000	t2d-stroke	0.0036	0.0137	0.0025	0.0112	0.668	CONCORDANT_NULL
1:235750000-237250000	t2d-stroke	0.0035	0.0037	0.0025	0.0012	0.729	CONCORDANT_NULL
4:121750000-123250000	t2d-stroke	0.0035	0.0095	0.0021	0.0074	0.508	CONCORDANT_NULL
1:111750000-114250000	t2d-asthma	0.0035	0.0166	0.0030	0.0136	71.505	CONCORDANT_NULL
3:140750000-142250000	t2d-stroke	0.0035	0.0019	0.0022	-0.0003	0.537	CONCORDANT_NULL
1:53750000-55250000	t2d-stroke	0.0035	0.0049	0.0024	0.0025	0.632	CONCORDANT_NULL
18:12750000-14250000	t2d-stroke	0.0034	0.0035	0.0025	0.0010	0.732	CONCORDANT_NULL
9:3750000-7250000	t2d-stroke	0.0034	0.0390	0.0024	0.0366	0.685	CONCORDANT_NULL
8:115750000-119250000	t2d-stroke	0.0034	0.0302	0.0025	0.0277	0.758	CONCORDANT_NULL
9:83750000-85250000	t2d-asthma	0.0034	0.0123	0.0029	0.0094	57.968	CONCORDANT_NULL
7:128750000-132250000	t2d-stroke	0.0034	0.0073	0.0022	0.0051	0.582	CONCORDANT_NULL
1:213750000-215250000	t2d-stroke	0.0034	0.0052	0.0021	0.0031	0.536	CONCORDANT_NULL
4:47750000-50250000	t2d-asthma	0.0034	0.0132	0.0029	0.0103	52.405	CONCORDANT_NULL
8:75750000-78250000	t2d-stroke	0.0034	0.0063	0.0021	0.0042	0.505	CONCORDANT_NULL
14:39750000-42250000	t2d-stroke	0.0034	0.0048	0.0024	0.0024	0.693	CONCORDANT_NULL
12:11750000-13250000	t2d-stroke	0.0034	0.0093	0.0022	0.0071	0.568	CONCORDANT_NULL
2:5750000-7250000	t2d-stroke	0.0034	0.0033	0.0023	0.0010	0.660	CONCORDANT_NULL
4:27750000-29250000	t2d-stroke	0.0034	0.0031	0.0022	0.0009	0.589	CONCORDANT_NULL
2:70750000-74250000	t2d-stroke	0.0034	0.0091	0.0023	0.0068	0.610	CONCORDANT_NULL
4:19750000-22250000	t2d-asthma	0.0033	0.0300	0.0028	0.0272	54.147	CONCORDANT_NULL
20:60750000-64250000	t2d-stroke	0.0033	0.0064	0.0020	0.0044	0.497	CONCORDANT_NULL
8:31750000-35250000	t2d-stroke	0.0033	0.0091	0.0022	0.0069	0.626	CONCORDANT_NULL
12:22750000-25250000	t2d-stroke	0.0033	0.0441	0.0021	0.0420	0.539	CONCORDANT_NULL
4:154750000-159250000	t2d-stroke	0.0033	0.0097	0.0022	0.0075	0.629	CONCORDANT_NULL
7:33750000-36250000	t2d-stroke	0.0033	0.0780	0.0022	0.0758	0.632	CONCORDANT_NULL
15:34750000-37250000	t2d-stroke	0.0033	0.0201	0.0023	0.0178	0.653	CONCORDANT_NULL
2:202750000-209250000	t2d-asthma	0.0033	0.0451	0.0028	0.0423	64.149	CONCORDANT_NULL
5:163750000-166250000	t2d-stroke	0.0033	0.0077	0.0022	0.0055	0.613	CONCORDANT_NULL
5:93750000-98250000	t2d-stroke	0.0033	0.0114	0.0022	0.0092	0.638	CONCORDANT_NULL
16:55750000-57250000	t2d-stroke	0.0032	0.0039	0.0021	0.0018	0.622	CONCORDANT_NULL
4:64750000-66250000	t2d-stroke	0.0032	0.0081	0.0021	0.0060	0.618	CONCORDANT_NULL
1:226750000-231250000	t2d-stroke	0.0032	0.0161	0.0023	0.0138	0.731	CONCORDANT_NULL
4:72750000-75250000	t2d-stroke	0.0032	0.0038	0.0026	0.0012	0.883	CONCORDANT_NULL
3:106750000-109250000	t2d-asthma	0.0032	0.0171	0.0027	0.0144	71.556	CONCORDANT_NULL
2:233750000-235250000	t2d-stroke	0.0032	0.0100	0.0023	0.0077	0.701	CONCORDANT_NULL
22:37750000-39250000	t2d-stroke	0.0032	0.0022	0.0024	-0.0002	0.767	CONCORDANT_NULL
8:140750000-146250000	t2d-asthma	0.0032	0.0550	0.0027	0.0523	68.905	CONCORDANT_NULL
22:47750000-49250000	t2d-stroke	0.0032	0.0056	0.0022	0.0034	0.660	CONCORDANT_NULL
7:124750000-128250000	t2d-stroke	0.0031	0.0061	0.0022	0.0039	0.685	CONCORDANT_NULL
2:185750000-189250000	t2d-stroke	0.0031	0.0088	0.0022	0.0066	0.704	CONCORDANT_NULL
3:92750000-95250000	t2d-stroke	0.0031	0.0036	0.0023	0.0013	0.773	CONCORDANT_NULL
4:154750000-159250000	t2d-asthma	0.0031	0.0337	0.0026	0.0311	68.237	CONCORDANT_NULL
4:179750000-181250000	t2d-stroke	0.0031	0.0043	0.0021	0.0022	0.616	CONCORDANT_NULL
16:85750000-88250000	t2d-asthma	0.0031	0.0460	0.0026	0.0434	48.261	CONCORDANT_NULL
6:45750000-47250000	t2d-stroke	0.0031	0.0205	0.0021	0.0184	0.628	CONCORDANT_NULL
6:81750000-84250000	t2d-stroke	0.0031	0.0063	0.0022	0.0041	0.688	CONCORDANT_NULL
21:34750000-37250000	t2d-stroke	0.0030	0.0073	0.0021	0.0052	0.670	CONCORDANT_NULL
1:5750000-9250000	t2d-stroke	0.0030	0.0299	0.0022	0.0277	0.722	CONCORDANT_NULL
10:11750000-14250000	t2d-stroke	0.0030	0.0334	0.0020	0.0314	0.634	CONCORDANT_NULL
18:71750000-74250000	t2d-stroke	0.0030	0.0080	0.0020	0.0060	0.621	CONCORDANT_NULL
17:33750000-37250000	t2d-stroke	0.0030	0.0357	0.0020	0.0337	0.619	CONCORDANT_NULL
2:99750000-103250000	stroke-asthma	0.0030	0.0171	0.0026	0.0146	55.890	CONCORDANT_NULL
18:5750000-8250000	t2d-stroke	0.0030	0.0055	0.0022	0.0033	0.728	CONCORDANT_NULL
6:107750000-110250000	t2d-stroke	0.0030	0.0032	0.0020	0.0012	0.616	CONCORDANT_NULL
4:76750000-78250000	t2d-stroke	0.0030	0.0153	0.0022	0.0131	0.764	CONCORDANT_NULL
5:136750000-138250000	t2d-stroke	0.0030	0.0035	0.0019	0.0016	0.535	CONCORDANT_NULL
10:7750000-10250000	t2d-stroke	0.0030	0.0059	0.0019	0.0040	0.562	CONCORDANT_NULL
4:150750000-152250000	t2d-stroke	0.0029	0.0039	0.0022	0.0017	0.773	CONCORDANT_NULL
18:0-2250000	t2d-stroke	0.0029	0.0081	0.0020	0.0061	0.686	CONCORDANT_NULL
5:31750000-34250000	t2d-stroke	0.0029	0.0034	0.0020	0.0014	0.671	CONCORDANT_NULL
17:33750000-37250000	t2d-asthma	0.0029	0.0572	0.0025	0.0547	64.728	CONCORDANT_NULL
20:23750000-26250000	t2d-stroke	0.0029	0.0055	0.0020	0.0035	0.676	CONCORDANT_NULL
12:104750000-106250000	t2d-stroke	0.0029	0.0023	0.0020	0.0003	0.670	CONCORDANT_NULL
18:43750000-46250000	t2d-stroke	0.0029	0.0054	0.0019	0.0035	0.586	CONCORDANT_NULL
17:67750000-69250000	t2d-asthma	0.0029	0.0109	0.0025	0.0084	74.106	CONCORDANT_NULL
8:86750000-88250000	t2d-stroke	0.0029	0.0191	0.0020	0.0171	0.655	CONCORDANT_NULL
10:1750000-3250000	t2d-stroke	0.0029	0.0037	0.0018	0.0019	0.561	CONCORDANT_NULL
6:6750000-10250000	t2d-asthma	0.0029	0.0757	0.0025	0.0732	55.751	CONCORDANT_NULL
2:103750000-106250000	t2d-asthma	0.0028	0.0202	0.0024	0.0178	63.727	CONCORDANT_NULL
12:102750000-104250000	t2d-stroke	0.0028	0.0041	0.0018	0.0023	0.557	CONCORDANT_NULL
2:176750000-178250000	t2d-stroke	0.0028	0.0028	0.0018	0.0010	0.567	CONCORDANT_NULL
14:52750000-54250000	t2d-stroke	0.0028	0.0027	0.0021	0.0006	0.757	CONCORDANT_NULL
1:182750000-185250000	t2d-stroke	0.0028	0.0086	0.0019	0.0067	0.616	CONCORDANT_NULL
8:50750000-52250000	t2d-stroke	0.0028	0.0034	0.0020	0.0014	0.678	CONCORDANT_NULL
14:20750000-22250000	t2d-stroke	0.0028	0.0041	0.0019	0.0022	0.628	CONCORDANT_NULL
8:100750000-104250000	stroke-asthma	0.0028	0.0119	0.0024	0.0095	75.325	CONCORDANT_NULL
2:109750000-115250000	t2d-stroke	0.0028	0.0215	0.0019	0.0196	0.662	CONCORDANT_NULL
8:134750000-136250000	t2d-stroke	0.0028	0.0052	0.0018	0.0034	0.598	CONCORDANT_NULL
12:93750000-95250000	stroke-asthma	0.0027	0.0112	0.0023	0.0089	55.582	CONCORDANT_NULL
9:108750000-110250000	t2d-stroke	0.0027	0.0035	0.0018	0.0017	0.638	CONCORDANT_NULL
9:93750000-95250000	t2d-stroke	0.0027	0.0026	0.0016	0.0010	0.486	CONCORDANT_NULL
1:28750000-30250000	t2d-stroke	0.0027	0.0026	0.0018	0.0008	0.638	CONCORDANT_NULL
1:241750000-245250000	t2d-stroke	0.0027	0.0051	0.0019	0.0032	0.691	CONCORDANT_NULL
5:156750000-160250000	t2d-asthma	0.0027	0.0326	0.0023	0.0303	64.141	CONCORDANT_NULL
8:100750000-104250000	t2d-asthma	0.0027	0.0282	0.0023	0.0259	66.635	CONCORDANT_NULL
10:5750000-7250000	t2d-stroke	0.0026	0.0032	0.0017	0.0015	0.614	CONCORDANT_NULL
16:5750000-8250000	t2d-asthma	0.0026	0.0278	0.0022	0.0256	35.878	CONCORDANT_NULL
13:95750000-100250000	t2d-asthma	0.0026	0.0320	0.0022	0.0298	67.404	CONCORDANT_NULL
4:129750000-131250000	t2d-stroke	0.0026	0.0108	0.0020	0.0088	0.785	CONCORDANT_NULL
3:17750000-19250000	t2d-stroke	0.0026	0.0055	0.0016	0.0039	0.556	CONCORDANT_NULL
4:170750000-172250000	t2d-stroke	0.0026	0.0032	0.0017	0.0015	0.619	CONCORDANT_NULL
4:142750000-149250000	t2d-asthma	0.0025	0.0398	0.0021	0.0377	74.431	CONCORDANT_NULL
7:95750000-97250000	t2d-stroke	0.0025	0.0058	0.0018	0.0040	0.752	CONCORDANT_NULL
12:40750000-43250000	t2d-stroke	0.0025	0.0126	0.0018	0.0108	0.690	CONCORDANT_NULL
3:36750000-39250000	t2d-stroke	0.0025	0.0132	0.0018	0.0114	0.709	CONCORDANT_NULL
6:71750000-74250000	t2d-stroke	0.0025	0.0086	0.0016	0.0070	0.597	CONCORDANT_NULL
4:107750000-110250000	t2d-stroke	0.0025	0.0032	0.0016	0.0016	0.603	CONCORDANT_NULL
17:11750000-13250000	t2d-stroke	0.0024	0.0057	0.0017	0.0040	0.681	CONCORDANT_NULL
14:34750000-37250000	t2d-stroke	0.0024	0.0040	0.0017	0.0023	0.667	CONCORDANT_NULL
11:99750000-101250000	t2d-stroke	0.0024	0.0050	0.0015	0.0035	0.551	CONCORDANT_NULL
6:123750000-125250000	t2d-stroke	0.0024	0.0365	0.0016	0.0349	0.647	CONCORDANT_NULL
14:49750000-51250000	t2d-stroke	0.0024	0.0025	0.0016	0.0009	0.612	CONCORDANT_NULL
13:55750000-57250000	t2d-stroke	0.0024	0.0026	0.0018	0.0008	0.768	CONCORDANT_NULL
10:110750000-112250000	t2d-stroke	0.0024	0.0050	0.0018	0.0032	0.787	CONCORDANT_NULL
10:26750000-29250000	t2d-stroke	0.0024	0.0040	0.0017	0.0023	0.692	CONCORDANT_NULL
2:163750000-167250000	t2d-stroke	0.0024	0.0507	0.0017	0.0490	0.666	CONCORDANT_NULL
2:197750000-199250000	t2d-stroke	0.0024	0.0023	0.0017	0.0006	0.656	CONCORDANT_NULL
11:106750000-108250000	t2d-stroke	0.0024	0.0086	0.0017	0.0069	0.693	CONCORDANT_NULL
12:37750000-40250000	t2d-stroke	0.0024	0.0388	0.0020	0.0368	1.002	CONCORDANT_NULL
13:52750000-55250000	t2d-asthma	0.0023	0.0192	0.0020	0.0172	64.107	CONCORDANT_NULL
18:62750000-64250000	t2d-stroke	0.0023	0.0026	0.0016	0.0010	0.693	CONCORDANT_NULL
17:8750000-10250000	t2d-asthma	0.0023	0.0202	0.0020	0.0182	73.632	CONCORDANT_NULL
4:79750000-82250000	t2d-stroke	0.0023	0.0118	0.0017	0.0101	0.733	CONCORDANT_NULL
6:165750000-167250000	t2d-stroke	0.0023	0.0203	0.0016	0.0187	0.651	CONCORDANT_NULL
3:73750000-75250000	t2d-stroke	0.0023	0.0023	0.0016	0.0007	0.643	CONCORDANT_NULL
8:63750000-65250000	t2d-stroke	0.0023	0.0028	0.0017	0.0011	0.726	CONCORDANT_NULL
6:103750000-105250000	t2d-stroke	0.0023	0.0033	0.0016	0.0017	0.662	CONCORDANT_NULL
12:88750000-92250000	t2d-asthma	0.0023	0.0200	0.0020	0.0180	75.519	CONCORDANT_NULL
1:114750000-121250000	t2d-asthma	0.0022	0.0503	0.0019	0.0484	67.062	CONCORDANT_NULL
3:26750000-31250000	t2d-asthma	0.0022	0.0389	0.0019	0.0370	60.406	CONCORDANT_NULL
8:84750000-86250000	t2d-stroke	0.0022	0.0413	0.0016	0.0397	0.757	CONCORDANT_NULL
14:45750000-48250000	t2d-stroke	0.0022	0.0033	0.0016	0.0017	0.748	CONCORDANT_NULL
14:61750000-64250000	t2d-stroke	0.0022	0.0068	0.0015	0.0053	0.641	CONCORDANT_NULL
21:15750000-17250000	t2d-stroke	0.0022	0.0125	0.0015	0.0110	0.661	CONCORDANT_NULL
2:134750000-136250000	t2d-stroke	0.0022	0.0083	0.0018	0.0065	0.926	CONCORDANT_NULL
13:75750000-77250000	t2d-stroke	0.0022	0.0049	0.0014	0.0035	0.590	CONCORDANT_NULL
16:59750000-61250000	t2d-stroke	0.0021	0.0021	0.0014	0.0007	0.659	CONCORDANT_NULL
8:91750000-94250000	t2d-stroke	0.0021	0.0325	0.0015	0.0310	0.701	CONCORDANT_NULL
9:91750000-93250000	t2d-stroke	0.0021	0.0042	0.0012	0.0030	0.486	CONCORDANT_NULL
10:86750000-90250000	t2d-asthma	0.0021	0.0319	0.0018	0.0301	60.513	CONCORDANT_NULL
16:1750000-5250000	t2d-asthma	0.0021	0.0477	0.0018	0.0459	54.787	CONCORDANT_NULL
6:95750000-99250000	t2d-asthma	0.0021	0.0196	0.0018	0.0178	67.012	CONCORDANT_NULL
6:89750000-91250000	t2d-stroke	0.0021	0.0064	0.0013	0.0051	0.512	CONCORDANT_NULL
6:86750000-88250000	t2d-stroke	0.0021	0.0288	0.0014	0.0274	0.630	CONCORDANT_NULL
5:169750000-171250000	t2d-stroke	0.0021	0.0316	0.0014	0.0302	0.587	CONCORDANT_NULL
6:78750000-81250000	t2d-stroke	0.0021	0.0060	0.0015	0.0045	0.676	CONCORDANT_NULL
13:113750000-116250000	t2d-stroke	0.0021	0.0039	0.0014	0.0025	0.651	CONCORDANT_NULL
1:224750000-226250000	t2d-stroke	0.0021	0.0031	0.0014	0.0017	0.633	CONCORDANT_NULL
4:172750000-174250000	t2d-stroke	0.0021	0.0051	0.0014	0.0037	0.636	CONCORDANT_NULL
1:160750000-162250000	t2d-stroke	0.0021	0.0036	0.0015	0.0021	0.661	CONCORDANT_NULL
6:92750000-94250000	t2d-stroke	0.0021	0.0026	0.0013	0.0013	0.569	CONCORDANT_NULL
9:83750000-85250000	t2d-stroke	0.0020	0.0026	0.0013	0.0013	0.575	CONCORDANT_NULL
4:51750000-57250000	t2d-asthma	0.0020	0.0301	0.0017	0.0284	61.648	CONCORDANT_NULL
1:196750000-199250000	t2d-stroke	0.0020	0.0496	0.0014	0.0482	0.688	CONCORDANT_NULL
17:70750000-72250000	t2d-stroke	0.0020	0.0134	0.0014	0.0120	0.672	CONCORDANT_NULL
10:44750000-46250000	t2d-stroke	0.0020	0.0059	0.0015	0.0044	0.754	CONCORDANT_NULL
2:190750000-193250000	t2d-stroke	0.0020	0.0035	0.0015	0.0020	0.734	CONCORDANT_NULL
4:88750000-90250000	t2d-asthma	0.0020	0.0141	0.0017	0.0124	67.653	CONCORDANT_NULL
3:103750000-105250000	t2d-stroke	0.0019	0.0036	0.0012	0.0024	0.583	CONCORDANT_NULL
5:26750000-28250000	t2d-stroke	0.0019	0.0032	0.0014	0.0018	0.706	CONCORDANT_NULL
1:206750000-208250000	t2d-stroke	0.0019	0.0076	0.0013	0.0063	0.638	CONCORDANT_NULL
2:80750000-82250000	t2d-stroke	0.0019	0.0048	0.0012	0.0036	0.572	CONCORDANT_NULL
18:9750000-11250000	t2d-stroke	0.0019	0.0043	0.0013	0.0030	0.694	CONCORDANT_NULL
1:58750000-60250000	t2d-stroke	0.0019	0.0052	0.0014	0.0038	0.739	CONCORDANT_NULL
7:85750000-87250000	t2d-stroke	0.0019	0.0040	0.0012	0.0028	0.594	CONCORDANT_NULL
5:2750000-4250000	t2d-stroke	0.0019	0.0069	0.0012	0.0057	0.598	CONCORDANT_NULL
12:81750000-83250000	t2d-stroke	0.0018	0.0623	0.0011	0.0612	0.561	CONCORDANT_NULL
8:123750000-125250000	t2d-stroke	0.0018	0.0057	0.0013	0.0044	0.726	CONCORDANT_NULL
9:98750000-100250000	t2d-stroke	0.0018	0.0029	0.0014	0.0015	0.888	CONCORDANT_NULL
2:178750000-180250000	t2d-stroke	0.0018	0.0035	0.0011	0.0024	0.522	CONCORDANT_NULL
16:80750000-84250000	t2d-stroke	0.0018	0.0082	0.0012	0.0070	0.643	CONCORDANT_NULL
4:35750000-37250000	t2d-stroke	0.0018	0.0159	0.0012	0.0147	0.632	CONCORDANT_NULL
8:140750000-146250000	t2d-stroke	0.0018	0.0088	0.0013	0.0075	0.743	CONCORDANT_NULL
2:7750000-10250000	stroke-asthma	0.0018	0.0141	0.0015	0.0126	56.974	CONCORDANT_NULL
7:133750000-135250000	t2d-stroke	0.0018	0.0050	0.0013	0.0037	0.693	CONCORDANT_NULL
13:103750000-105250000	t2d-stroke	0.0018	0.0100	0.0013	0.0087	0.742	CONCORDANT_NULL
7:36750000-38250000	t2d-stroke	0.0018	0.0033	0.0012	0.0021	0.617	CONCORDANT_NULL
9:121750000-123250000	t2d-stroke	0.0018	0.0059	0.0013	0.0046	0.748	CONCORDANT_NULL
6:54750000-57250000	t2d-stroke	0.0018	0.0130	0.0012	0.0118	0.613	CONCORDANT_NULL
2:94750000-99250000	t2d-asthma	0.0018	0.0132	0.0015	0.0117	63.583	CONCORDANT_NULL
1:149750000-157250000	t2d-stroke	0.0018	0.0312	0.0014	0.0298	0.820	CONCORDANT_NULL
18:47750000-49250000	t2d-stroke	0.0017	0.0033	0.0012	0.0021	0.726	CONCORDANT_NULL
1:95750000-99250000	t2d-asthma	0.0017	0.0189	0.0014	0.0175	57.644	CONCORDANT_NULL
5:150750000-155250000	t2d-asthma	0.0017	0.0301	0.0014	0.0287	64.104	CONCORDANT_NULL
2:168750000-170250000	t2d-asthma	0.0017	0.0140	0.0014	0.0126	57.786	CONCORDANT_NULL
3:17750000-19250000	t2d-asthma	0.0017	0.0143	0.0014	0.0129	67.120	CONCORDANT_NULL
2:78750000-80250000	t2d-stroke	0.0017	0.0043	0.0012	0.0031	0.701	CONCORDANT_NULL
1:166750000-168250000	t2d-asthma	0.0017	0.0101	0.0014	0.0087	65.762	CONCORDANT_NULL
3:55750000-58250000	t2d-asthma	0.0017	0.0230	0.0014	0.0216	65.128	CONCORDANT_NULL
7:108750000-110250000	t2d-stroke	0.0017	0.0023	0.0012	0.0011	0.679	CONCORDANT_NULL
8:31750000-35250000	t2d-asthma	0.0016	0.0219	0.0014	0.0205	65.424	CONCORDANT_NULL
7:38750000-40250000	t2d-stroke	0.0016	0.0045	0.0011	0.0034	0.659	CONCORDANT_NULL
1:26750000-28250000	t2d-stroke	0.0016	0.0022	0.0012	0.0010	0.725	CONCORDANT_NULL
7:146750000-148250000	t2d-stroke	0.0016	0.0031	0.0011	0.0020	0.627	CONCORDANT_NULL
8:37750000-39250000	t2d-stroke	0.0016	0.0028	0.0012	0.0016	0.778	CONCORDANT_NULL
9:86750000-90250000	t2d-asthma	0.0016	0.0245	0.0014	0.0231	59.306	CONCORDANT_NULL
2:185750000-189250000	stroke-asthma	0.0016	0.0236	0.0014	0.0222	73.036	CONCORDANT_NULL
12:59750000-61250000	t2d-stroke	0.0016	0.0133	0.0011	0.0122	0.640	CONCORDANT_NULL
2:238750000-240250000	t2d-stroke	0.0016	0.0041	0.0011	0.0030	0.651	CONCORDANT_NULL
6:54750000-57250000	t2d-asthma	0.0016	0.0157	0.0014	0.0143	59.149	CONCORDANT_NULL
6:69750000-71250000	t2d-stroke	0.0016	0.0023	0.0010	0.0013	0.510	CONCORDANT_NULL
8:125750000-128250000	t2d-asthma	0.0016	0.0214	0.0014	0.0200	62.557	CONCORDANT_NULL
4:59750000-61250000	t2d-stroke	0.0015	0.0038	0.0010	0.0028	0.670	CONCORDANT_NULL
12:78750000-80250000	t2d-stroke	0.0015	0.0663	0.0010	0.0653	0.592	CONCORDANT_NULL
11:88750000-91250000	t2d-asthma	0.0015	0.0208	0.0013	0.0195	73.730	CONCORDANT_NULL
20:56750000-58250000	t2d-asthma	0.0015	0.0126	0.0013	0.0113	59.811	CONCORDANT_NULL
15:30750000-32250000	t2d-stroke	0.0015	0.0085	0.0010	0.0075	0.668	CONCORDANT_NULL
4:35750000-37250000	t2d-asthma	0.0015	0.0133	0.0013	0.0120	53.814	CONCORDANT_NULL
