pathway	magma_beta	magma_p	magma_q	gprofiler_p	gprofiler_q	ldsc_h2_frac	ldsc_enrichment	ldsc_p	n_methods_significant	geometric_mean_p	consensus_rank
REACTOME_REGULATION_OF_INNAT...	0.1687	0.204760	0.999970	NA	NA	NA	NA	NA	0	0.204760	8741
GOBP_POSITIVE_REGULATION_OF_...231	0.2628	0.204840	0.765702	NA	NA	NA	NA	NA	0	0.204840	8742
GOBP_PROTEIN_RNA_COMPLEX_ORG...	0.0449	0.204940	0.999970	NA	NA	NA	NA	NA	0	0.204940	8743
GOBP_REGULATION_OF_INTRACELL...2	0.2033	0.205030	0.814295	NA	NA	NA	NA	NA	0	0.205030	8744
GOBP_ADHERENS_JUNCTION_ORGAN...	0.1534	0.205460	0.585394	NA	NA	NA	NA	NA	0	0.205460	8745
KEGG_NICOTINATE_AND_NICOTINA...	0.1255	0.205500	0.814540	NA	NA	NA	NA	NA	0	0.205500	8746
GOBP_INTESTINAL_LIPID_ABSORP...	0.2167	0.205610	0.580677	NA	NA	NA	NA	NA	0	0.205610	8747
GOBP_POSITIVE_REGULATION_OF_...516	0.1232	0.205620	0.766647	NA	NA	NA	NA	NA	0	0.205620	8748
GOBP_DNA_CATABOLIC_PROCESS	0.1122	0.205640	0.814540	NA	NA	NA	NA	NA	0	0.205640	8749
GOBP_ACYL_COA_METABOLIC_PROC...	0.0844	0.205960	0.641075	NA	NA	NA	NA	NA	0	0.205960	8750
GOBP_PYRUVATE_CATABOLIC_PROC...	0.2711	0.206120	0.914958	NA	NA	NA	NA	NA	0	0.206120	8751
REACTOME_MYOCLONIC_EPILEPSY_...	0.1933	0.206170	0.999970	NA	NA	NA	NA	NA	0	0.206170	8752
GOBP_NEGATIVE_REGULATION_OF_...614	0.4032	0.206180	0.641210	NA	NA	NA	NA	NA	0	0.206180	8753
REACTOME_NUCLEAR_IMPORT_OF_R...	0.2185	0.206390	0.580677	NA	NA	NA	NA	NA	0	0.206390	8754
GOBP_GLYCOSAMINOGLYCAN_METAB...	0.1402	0.206550	0.587096	NA	NA	NA	NA	NA	0	0.206550	8755
GOBP_POSITIVE_REGULATION_OF_...794	0.2260	0.207510	0.588098	NA	NA	NA	NA	NA	0	0.207510	8756
REACTOME_POSTMITOTIC_NUCLEAR...	0.1398	0.207530	0.914958	NA	NA	NA	NA	NA	0	0.207530	8757
GOBP_REGULATION_OF_DENDRITIC...1	0.2814	0.207660	0.644282	NA	NA	NA	NA	NA	0	0.207660	8758
GOBP_GOLGI_DISASSEMBLY	0.3535	0.207910	0.644285	NA	NA	NA	NA	NA	0	0.207910	8759
GOBP_NEGATIVE_REGULATION_OF_...15	0.2750	0.208010	0.636944	NA	NA	NA	NA	NA	0	0.208010	8760
GOBP_REGULATION_OF_P38MAPK_C...	0.1117	0.208100	0.767780	NA	NA	NA	NA	NA	0	0.208100	8761
GOBP_GAMMA_AMINOBUTYRIC_ACID...7	0.2230	0.208130	0.644285	NA	NA	NA	NA	NA	0	0.208130	8762
REACTOME_GPVI_MEDIATED_ACTIV...	0.1002	0.208170	0.815664	NA	NA	NA	NA	NA	0	0.208170	8763
GOBP_CLEARANCE_OF_FOREIGN_IN...	0.3703	0.208330	0.914958	NA	NA	NA	NA	NA	0	0.208330	8764
REACTOME_N_GLYCAN_ANTENNAE_E...1	0.1745	0.208430	0.999970	NA	NA	NA	NA	NA	0	0.208430	8765
GOBP_S_ADENOSYLMETHIONINE_ME...	0.2707	0.208520	0.589570	NA	NA	NA	NA	NA	0	0.208520	8766
REACTOME_PKA_MEDIATED_PHOSPH...2	0.3551	0.208600	0.644289	NA	NA	NA	NA	NA	0	0.208600	8767
GOBP_RESPONSE_TO_PROSTAGLAND...1	0.1917	0.208870	0.584037	NA	NA	NA	NA	NA	0	0.208870	8768
GOBP_LIPOPROTEIN_PARTICLE_ME...	0.3316	0.208880	0.815664	NA	NA	NA	NA	NA	0	0.208880	8769
GOBP_CELLULAR_RESPONSE_TO_MI...	0.2106	0.208940	0.769035	NA	NA	NA	NA	NA	0	0.208940	8770
GOBP_PHOSPHATIDYLETHANOLAMIN...1	0.2195	0.208940	0.769035	NA	NA	NA	NA	NA	0	0.208940	8771
GOBP_RESPONSE_TO_ETHER	0.1566	0.209010	0.769035	NA	NA	NA	NA	NA	0	0.209010	8772
GOBP_DNA_STRAND_INVASION	0.4030	0.209290	0.590471	NA	NA	NA	NA	NA	0	0.209290	8773
GOBP_REGULATION_OF_CELLULAR_...5	0.4407	0.209310	0.645032	NA	NA	NA	NA	NA	0	0.209310	8774
GOBP_NEGATIVE_REGULATION_OF_...34	0.5408	0.209320	0.638993	NA	NA	NA	NA	NA	0	0.209320	8775
GOBP_NOTOCHORD_DEVELOPMENT	0.2029	0.209410	0.638993	NA	NA	NA	NA	NA	0	0.209410	8776
GOBP_PEPTIDOGLYCAN_METABOLIC...	0.3125	0.209430	0.999970	NA	NA	NA	NA	NA	0	0.209430	8777
GOBP_NEUTROPHIL_ACTIVATION_I...	0.1200	0.209440	0.815664	NA	NA	NA	NA	NA	0	0.209440	8778
REACTOME_NONCANONICAL_ACTIVA...	0.3422	0.209640	0.590818	NA	NA	NA	NA	NA	0	0.209640	8779
GOBP_DNA_STRAND_ELONGATION	0.1767	0.209760	0.585638	NA	NA	NA	NA	NA	0	0.209760	8780
GOBP_GLYCOLIPID_BIOSYNTHETIC...	0.0688	0.209860	0.769087	NA	NA	NA	NA	NA	0	0.209860	8781
GOBP_POSITIVE_REGULATION_OF_...129	0.2596	0.209900	0.591039	NA	NA	NA	NA	NA	0	0.209900	8782
REACTOME_INTRA_GOLGI_TRAFFIC	0.1681	0.209960	0.585638	NA	NA	NA	NA	NA	0	0.209960	8783
GOBP_NEURONAL_DENSE_CORE_VES...	0.2430	0.210100	0.999970	NA	NA	NA	NA	NA	0	0.210100	8784
GOBP_OLIGOSACCHARIDE_CATABOL...	0.1688	0.210140	0.815664	NA	NA	NA	NA	NA	0	0.210140	8785
GOBP_TRANSEPITHELIAL_AMMONIU...	0.5463	0.210170	0.585856	NA	NA	NA	NA	NA	0	0.210170	8786
GOBP_PLATELET_ACTIVATION	0.0533	0.210200	0.815664	NA	NA	NA	NA	NA	0	0.210200	8787
GOBP_ACUTE_PHASE_RESPONSE	0.1322	0.210330	0.640098	NA	NA	NA	NA	NA	0	0.210330	8788
GOBP_REGULATION_OF_NEUROBLAS...	0.1946	0.210430	0.586072	NA	NA	NA	NA	NA	0	0.210430	8789
GOBP_PROTEIN_CATABOLIC_PROCE...2	0.2399	0.210670	0.592340	NA	NA	NA	NA	NA	0	0.210670	8790
REACTOME_ROLE_OF_ABL_IN_ROBO...	0.2814	0.210680	0.645076	NA	NA	NA	NA	NA	0	0.210680	8791
KEGG_GLYCEROPHOSPHOLIPID_MET...	0.0783	0.210690	0.916516	NA	NA	NA	NA	NA	0	0.210690	8792
GOBP_MITOCHONDRIAL_DNA_REPAIR	0.2236	0.210770	0.815664	NA	NA	NA	NA	NA	0	0.210770	8793
GOBP_PEPTIDYL_CYSTEINE_MODIF...	0.1383	0.210810	0.815664	NA	NA	NA	NA	NA	0	0.210810	8794
GOBP_NOSE_DEVELOPMENT	0.2290	0.210960	0.640098	NA	NA	NA	NA	NA	0	0.210960	8795
GOBP_REGULATION_OF_INTESTINA...1	0.2585	0.211340	0.587187	NA	NA	NA	NA	NA	0	0.211340	8796
GOBP_CELLULAR_RESPONSE_TO_VI...2	0.1495	0.211390	0.999970	NA	NA	NA	NA	NA	0	0.211390	8797
REACTOME_DISEASES_OF_BRANCHE...	0.2269	0.211480	0.640098	NA	NA	NA	NA	NA	0	0.211480	8798
GOBP_VESICLE_UNCOATING	0.3157	0.211490	0.593429	NA	NA	NA	NA	NA	0	0.211490	8799
KEGG_N_GLYCAN_BIOSYNTHESIS	0.0940	0.211540	0.918314	NA	NA	NA	NA	NA	0	0.211540	8800
GOBP_NEGATIVE_REGULATION_OF_...521	0.1757	0.211640	0.645593	NA	NA	NA	NA	NA	0	0.211640	8801
GOBP_KERATAN_SULFATE_PROTEOG...	0.2383	0.211900	0.587690	NA	NA	NA	NA	NA	0	0.211900	8802
REACTOME_COMPLEX_I_BIOGENESIS	0.0804	0.211940	0.918314	NA	NA	NA	NA	NA	0	0.211940	8803
GOBP_POSITIVE_REGULATION_OF_...790	0.4759	0.211970	0.593429	NA	NA	NA	NA	NA	0	0.211970	8804
GOBP_REGULATION_OF_ICOSANOID...	0.2046	0.212000	0.645993	NA	NA	NA	NA	NA	0	0.212000	8805
GOBP_PUTRESCINE_BIOSYNTHETIC...	0.4624	0.212130	0.587690	NA	NA	NA	NA	NA	0	0.212130	8806
GOBP_CARBOHYDRATE_IMPORT_ACR...	0.2628	0.212300	0.918314	NA	NA	NA	NA	NA	0	0.212300	8807
GOBP_INTRACELLULAR_PHOSPHATE...	0.4250	0.212330	0.587690	NA	NA	NA	NA	NA	0	0.212330	8808
GOBP_N_GLYCAN_PROCESSING	0.1310	0.212410	0.918314	NA	NA	NA	NA	NA	0	0.212410	8809
GOBP_NEGATIVE_REGULATION_OF_...195	0.2044	0.212550	0.646093	NA	NA	NA	NA	NA	0	0.212550	8810
GOBP_L_PROLINE_TRANSMEMBRANE...	0.7079	0.212580	0.593974	NA	NA	NA	NA	NA	0	0.212580	8811
GOBP_NEGATIVE_REGULATION_OF_...72	0.1254	0.212580	0.815664	NA	NA	NA	NA	NA	0	0.212580	8812
REACTOME_SYNTHESIS_OF_BILE_A...1	0.1442	0.212750	0.640098	NA	NA	NA	NA	NA	0	0.212750	8813
REACTOME_TRANSPORT_OF_CONNEX...	0.1297	0.212780	0.815664	NA	NA	NA	NA	NA	0	0.212780	8814
GOBP_DETECTION_OF_CHEMICAL_S...1	0.0456	0.212810	0.999970	NA	NA	NA	NA	NA	0	0.212810	8815
GOBP_REGULATION_OF_MITOCHOND...10	0.0703	0.212980	0.815664	NA	NA	NA	NA	NA	0	0.212980	8816
GOBP_SUBSTANTIA_NIGRA_DEVELO...	0.0985	0.213000	0.999970	NA	NA	NA	NA	NA	0	0.213000	8817
KEGG_BETA_ALANINE_METABOLISM	0.1550	0.213030	0.769087	NA	NA	NA	NA	NA	0	0.213030	8818
GOBP_POSITIVE_REGULATION_OF_...531	0.1327	0.213090	0.640469	NA	NA	NA	NA	NA	0	0.213090	8819
GOBP_LIPID_DROPLET_ORGANIZAT...	0.0859	0.213210	0.815664	NA	NA	NA	NA	NA	0	0.213210	8820
GOBP_ISOPENTENYL_DIPHOSPHATE...2	0.5653	0.213290	0.594320	NA	NA	NA	NA	NA	0	0.213290	8821
GOBP_NEGATIVE_REGULATION_OF_...625	0.3520	0.213330	0.919681	NA	NA	NA	NA	NA	0	0.213330	8822
GOBP_TYPE_I_INTERFERON_PRODU...	0.0707	0.213550	0.646913	NA	NA	NA	NA	NA	0	0.213550	8823
GOBP_ERROR_FREE_TRANSLESION_...	0.3849	0.213700	0.640900	NA	NA	NA	NA	NA	0	0.213700	8824
GOBP_CELL_CELL_RECOGNITION	0.0751	0.213730	0.920291	NA	NA	NA	NA	NA	0	0.213730	8825
GOBP_PYRIMIDINE_DEOXYRIBONUC...2	0.2650	0.213830	0.589430	NA	NA	NA	NA	NA	0	0.213830	8826
GOBP_PROTEIN_POLY_ADP_RIBOSY...	0.1691	0.213880	0.999970	NA	NA	NA	NA	NA	0	0.213880	8827
GOBP_PARENTAL_BEHAVIOR	0.2818	0.213960	0.595496	NA	NA	NA	NA	NA	0	0.213960	8828
REACTOME_SELECTIVE_AUTOPHAGY	0.1150	0.214170	0.589430	NA	NA	NA	NA	NA	0	0.214170	8829
GOBP_OLIGODENDROCYTE_DEVELOP...	0.1036	0.214310	0.999970	NA	NA	NA	NA	NA	0	0.214310	8830
GOBP_TERMINATION_OF_RNA_POLY...1	0.1368	0.214330	0.999970	NA	NA	NA	NA	NA	0	0.214330	8831
REACTOME_RNA_POLYMERASE_III_...1	0.1368	0.214330	0.999970	NA	NA	NA	NA	NA	0	0.214330	8832
GOBP_NEGATIVE_REGULATION_OF_...310	0.1701	0.214440	0.589725	NA	NA	NA	NA	NA	0	0.214440	8833
GOBP_POSITIVE_REGULATION_OF_...133	0.2917	0.214570	0.999970	NA	NA	NA	NA	NA	0	0.214570	8834
GOBP_PROTEIN_LOCALIZATION_TO...51	0.0637	0.214590	0.815664	NA	NA	NA	NA	NA	0	0.214590	8835
REACTOME_CASPASE_ACTIVATION_...2	0.2623	0.214630	0.648317	NA	NA	NA	NA	NA	0	0.214630	8836
REACTOME_NUCLEAR_ENVELOPE_NE...	0.0784	0.214650	0.921168	NA	NA	NA	NA	NA	0	0.214650	8837
GOBP_REGULATION_OF_RETROGRAD...2	0.2742	0.214820	0.999970	NA	NA	NA	NA	NA	0	0.214820	8838
GOBP_ACETYL_COA_METABOLIC_PR...	0.0946	0.214840	0.999970	NA	NA	NA	NA	NA	0	0.214840	8839
GOBP_TONIC_SMOOTH_MUSCLE_CON...	0.1913	0.214900	0.815664	NA	NA	NA	NA	NA	0	0.214900	8840
GOBP_RESPONSE_TO_MINERALOCOR...	0.1171	0.214920	0.921168	NA	NA	NA	NA	NA	0	0.214920	8841
GOBP_T_TUBULE_ORGANIZATION	0.3069	0.214930	0.999970	NA	NA	NA	NA	NA	0	0.214930	8842
GOBP_COPII_COATED_VESICLE_BU...	0.1579	0.215070	0.590613	NA	NA	NA	NA	NA	0	0.215070	8843
GOBP_REGULATION_OF_CALCIUM_I...6	0.2340	0.215090	0.643413	NA	NA	NA	NA	NA	0	0.215090	8844
GOBP_ANTEROGRADE_DENDRITIC_T...1	0.1775	0.215140	0.815664	NA	NA	NA	NA	NA	0	0.215140	8845
GOBP_RESPONSE_TO_ACTIVITY	0.1278	0.215370	0.590621	NA	NA	NA	NA	NA	0	0.215370	8846
GOBP_POSITIVE_REGULATION_OF_...7	0.1651	0.215780	0.815664	NA	NA	NA	NA	NA	0	0.215780	8847
GOBP_REGULATION_OF_PROTEIN_K...2	0.1635	0.215860	0.815664	NA	NA	NA	NA	NA	0	0.215860	8848
GOBP_REGULATION_OF_POST_TRAN...	0.0422	0.215940	0.769087	NA	NA	NA	NA	NA	0	0.215940	8849
GOBP_THELARCHE	0.2268	0.215940	0.815664	NA	NA	NA	NA	NA	0	0.215940	8850
GOBP_TOLL_SIGNALING_PATHWAY	0.1864	0.216000	0.815664	NA	NA	NA	NA	NA	0	0.216000	8851
REACTOME_DEVELOPMENTAL_LINEA...4	0.1460	0.216180	0.769087	NA	NA	NA	NA	NA	0	0.216180	8852
GOBP_POSITIVE_REGULATION_OF_...318	0.4405	0.216190	0.591493	NA	NA	NA	NA	NA	0	0.216190	8853
REACTOME_SYNAPTIC_ADHESION_L...	0.1499	0.216200	0.924114	NA	NA	NA	NA	NA	0	0.216200	8854
GOBP_RIBOSOMAL_SMALL_SUBUNIT...1	0.2452	0.216250	0.598578	NA	NA	NA	NA	NA	0	0.216250	8855
GOBP_CARDIAC_MUSCLE_MYOBLAST...	0.6071	0.216330	0.598627	NA	NA	NA	NA	NA	0	0.216330	8856
REACTOME_WAX_AND_PLASMALOGEN...	0.2726	0.216330	0.815664	NA	NA	NA	NA	NA	0	0.216330	8857
GOBP_REGULATION_OF_RECEPTOR_...7	0.1577	0.216390	0.649170	NA	NA	NA	NA	NA	0	0.216390	8858
GOBP_GLUCOSAMINE_CONTAINING_...	0.1948	0.216650	0.816512	NA	NA	NA	NA	NA	0	0.216650	8859
GOBP_IMIDAZOLE_CONTAINING_CO...	0.2546	0.216760	0.649470	NA	NA	NA	NA	NA	0	0.216760	8860
GOBP_INTERNAL_PROTEIN_AMINO_...	0.1522	0.217020	0.816571	NA	NA	NA	NA	NA	0	0.217020	8861
GOBP_GLYCOSIDE_CATABOLIC_PRO...	0.2597	0.217100	0.924726	NA	NA	NA	NA	NA	0	0.217100	8862
REACTOME_AEROBIC_RESPIRATION...	0.0523	0.217100	0.646061	NA	NA	NA	NA	NA	0	0.217100	8863
GOBP_CELL_CYCLE_DNA_REPLICAT...2	0.2429	0.217160	0.769087	NA	NA	NA	NA	NA	0	0.217160	8864
REACTOME_SHC_MEDIATED_CASCAD...3	0.1456	0.217330	0.924726	NA	NA	NA	NA	NA	0	0.217330	8865
GOBP_TRNA_WOBBLE_GUANINE_MOD...	0.5980	0.217360	0.593248	NA	NA	NA	NA	NA	0	0.217360	8866
GOBP_MICROTUBULE_SEVERING	0.1570	0.217420	0.816685	NA	NA	NA	NA	NA	0	0.217420	8867
GOBP_L_ASPARTATE_TRANSMEMBRA...	0.3315	0.217560	0.599863	NA	NA	NA	NA	NA	0	0.217560	8868
GOBP_PURINE_NUCLEOSIDE_TRANS...	0.2847	0.217640	0.769087	NA	NA	NA	NA	NA	0	0.217640	8869
GOBP_NEGATIVE_REGULATION_OF_...525	0.2229	0.218020	0.924726	NA	NA	NA	NA	NA	0	0.218020	8870
REACTOME_GOLGI_CISTERNAE_PER...	0.1905	0.218180	0.650377	NA	NA	NA	NA	NA	0	0.218180	8871
GOBP_CONSTITUTIVE_SECRETORY_...	0.2637	0.218250	0.924726	NA	NA	NA	NA	NA	0	0.218250	8872
GOBP_REGULATION_OF_VASCULAR_...1	0.4122	0.218390	0.999970	NA	NA	NA	NA	NA	0	0.218390	8873
GOBP_COBALAMIN_TRANSPORT	0.2468	0.218470	0.924840	NA	NA	NA	NA	NA	0	0.218470	8874
GOBP_AXONAL_TRANSPORT_OF_MIT...	0.1437	0.218510	0.817808	NA	NA	NA	NA	NA	0	0.218510	8875
GOBP_U4_SNRNA_3_END_PROCESSI...	0.2279	0.218510	0.647541	NA	NA	NA	NA	NA	0	0.218510	8876
REACTOME_NICOTINATE_METABOLI...	0.1202	0.218570	0.924840	NA	NA	NA	NA	NA	0	0.218570	8877
GOBP_GERANYLGERANYL_DIPHOSPH...	0.3784	0.219130	0.601357	NA	NA	NA	NA	NA	0	0.219130	8878
GOBP_DNA_REPLICATION_CHECKPO...	0.1387	0.219310	0.652637	NA	NA	NA	NA	NA	0	0.219310	8879
GOBP_RECEPTOR_MEDIATED_VIRIO...	0.3273	0.219460	0.647634	NA	NA	NA	NA	NA	0	0.219460	8880
HALLMARK_BILE_ACID_METABOLISM	0.0559	0.219580	0.817808	NA	NA	NA	NA	NA	0	0.219580	8881
REACTOME_MITOCHONDRIAL_PROTE...1	0.0583	0.219690	0.817808	NA	NA	NA	NA	NA	0	0.219690	8882
GOBP_FERMENTATION	0.5843	0.219810	0.595599	NA	NA	NA	NA	NA	0	0.219810	8883
GOBP_TERPENOID_BIOSYNTHETIC_...	0.1164	0.219860	0.999970	NA	NA	NA	NA	NA	0	0.219860	8884
REACTOME_P75NTR_SIGNALS_VIA_...	0.2527	0.219880	0.595599	NA	NA	NA	NA	NA	0	0.219880	8885
GOBP_HYPEROSMOTIC_RESPONSE	0.1885	0.220160	0.595784	NA	NA	NA	NA	NA	0	0.220160	8886
GOBP_POSITIVE_REGULATION_OF_...47	0.1651	0.220160	0.653579	NA	NA	NA	NA	NA	0	0.220160	8887
GOBP_POSITIVE_REGULATION_OF_...345	0.2212	0.220240	0.647788	NA	NA	NA	NA	NA	0	0.220240	8888
GOBP_PYRIMIDINE_NUCLEOSIDE_D...2	0.2832	0.220350	0.595784	NA	NA	NA	NA	NA	0	0.220350	8889
REACTOME_RECOGNITION_OF_DNA_...	0.1078	0.220630	0.999970	NA	NA	NA	NA	NA	0	0.220630	8890
REACTOME_TRAF6_MEDIATED_NF_K...	0.1563	0.220780	0.648301	NA	NA	NA	NA	NA	0	0.220780	8891
REACTOME_TACHYKININ_RECEPTOR...	0.3706	0.220830	0.999970	NA	NA	NA	NA	NA	0	0.220830	8892
REACTOME_REGULATED_PROTEOLYS...	0.2137	0.220890	0.653640	NA	NA	NA	NA	NA	0	0.220890	8893
REACTOME_NEUROTOXICITY_OF_CL...	0.2941	0.220930	0.596821	NA	NA	NA	NA	NA	0	0.220930	8894
GOBP_INTERMEDIATE_FILAMENT_B...1	0.0809	0.221010	0.926542	NA	NA	NA	NA	NA	0	0.221010	8895
GOBP_PHOSPHATIDYLINOSITOL_AC...	0.2685	0.221200	0.818388	NA	NA	NA	NA	NA	0	0.221200	8896
GOBP_POSITIVE_REGULATION_OF_...583	0.4530	0.221370	0.604205	NA	NA	NA	NA	NA	0	0.221370	8897
GOBP_REGULATION_OF_TOLL_LIKE...3	0.1342	0.221470	0.648301	NA	NA	NA	NA	NA	0	0.221470	8898
GOBP_OXYGEN_METABOLIC_PROCESS	0.4271	0.221480	0.597468	NA	NA	NA	NA	NA	0	0.221480	8899
GOBP_RESPONSE_TO_PHEROMONE	0.2882	0.221510	0.648301	NA	NA	NA	NA	NA	0	0.221510	8900
GOBP_CORONARY_ARTERY_MORPHOG...	0.2947	0.221670	0.653918	NA	NA	NA	NA	NA	0	0.221670	8901
GOBP_DNA_DOUBLE_STRAND_BREAK...	0.2202	0.221680	0.604205	NA	NA	NA	NA	NA	0	0.221680	8902
GOBP_ADULT_FEEDING_BEHAVIOR	0.3462	0.221980	0.604205	NA	NA	NA	NA	NA	0	0.221980	8903
GOBP_DNA_DAMAGE_TOLERANCE	0.1242	0.222010	0.648385	NA	NA	NA	NA	NA	0	0.222010	8904
GOBP_REGULATION_OF_MITOCHOND...3	0.2507	0.222170	0.818388	NA	NA	NA	NA	NA	0	0.222170	8905
REACTOME_TLR3_MEDIATED_TICAM...	0.2667	0.222280	0.818388	NA	NA	NA	NA	NA	0	0.222280	8906
GOBP_CYTOCHROME_METABOLIC_PR...	0.2679	0.222440	0.773629	NA	NA	NA	NA	NA	0	0.222440	8907
GOBP_GLYCEROL_METABOLIC_PROC...	0.1504	0.222440	0.999970	NA	NA	NA	NA	NA	0	0.222440	8908
GOBP_ISOLEUCINE_METABOLIC_PR...	0.3577	0.222720	0.999970	NA	NA	NA	NA	NA	0	0.222720	8909
GOBP_INTESTINAL_ABSORPTION	0.0989	0.222830	0.926542	NA	NA	NA	NA	NA	0	0.222830	8910
GOBP_MODIFIED_AMINO_ACID_MET...	0.0415	0.222940	0.818388	NA	NA	NA	NA	NA	0	0.222940	8911
REACTOME_BETA_OXIDATION_OF_O...	0.2753	0.223130	0.773629	NA	NA	NA	NA	NA	0	0.223130	8912
GOBP_CHOLINE_METABOLIC_PROCE...	0.3638	0.223160	0.654997	NA	NA	NA	NA	NA	0	0.223160	8913
GOBP_CHRONIC_INFLAMMATORY_RE...	0.1655	0.223160	0.648846	NA	NA	NA	NA	NA	0	0.223160	8914
GOBP_RESPONSE_TO_INTERLEUKIN...5	0.1698	0.223180	0.654997	NA	NA	NA	NA	NA	0	0.223180	8915
GOBP_WNT_SIGNALING_PATHWAY_P...	0.1588	0.223200	0.599753	NA	NA	NA	NA	NA	0	0.223200	8916
REACTOME_REGULATION_OF_PYRUV...2	0.1394	0.223440	0.654997	NA	NA	NA	NA	NA	0	0.223440	8917
GOBP_POSITIVE_REGULATION_OF_...8	0.2365	0.223490	0.999970	NA	NA	NA	NA	NA	0	0.223490	8918
GOBP_POSITIVE_REGULATION_OF_...736	0.2351	0.223560	0.648846	NA	NA	NA	NA	NA	0	0.223560	8919
GOBP_UDP_METABOLIC_PROCESS	0.2179	0.223570	0.773695	NA	NA	NA	NA	NA	0	0.223570	8920
GOBP_FERTILIZATION	0.0439	0.223760	0.926542	NA	NA	NA	NA	NA	0	0.223760	8921
GOBP_REGULATION_OF_HUMORAL_I...1	0.1253	0.223850	0.648846	NA	NA	NA	NA	NA	0	0.223850	8922
GOBP_PURKINJE_MYOCYTE_TO_VEN...	0.4426	0.223940	0.606252	NA	NA	NA	NA	NA	0	0.223940	8923
GOBP_GLUTAMINE_FAMILY_AMINO_...1	0.1348	0.224030	0.999970	NA	NA	NA	NA	NA	0	0.224030	8924
GOBP_TELOMERASE_HOLOENZYME_C...	0.2118	0.224120	0.999970	NA	NA	NA	NA	NA	0	0.224120	8925
GOBP_PROLINE_TRANSPORT	0.1742	0.224320	0.818479	NA	NA	NA	NA	NA	0	0.224320	8926
GOBP_POSITIVE_REGULATION_OF_...649	0.1958	0.224330	0.656406	NA	NA	NA	NA	NA	0	0.224330	8927
GOBP_RESPONSE_TO_INACTIVITY	0.1947	0.224470	0.774373	NA	NA	NA	NA	NA	0	0.224470	8928
GOBP_PLASMA_MEMBRANE_TUBULAT...	0.1636	0.224500	0.656679	NA	NA	NA	NA	NA	0	0.224500	8929
GOBP_NATURAL_KILLER_CELL_DEG...	0.1749	0.224580	0.926542	NA	NA	NA	NA	NA	0	0.224580	8930
GOBP_T_CELL_CHEMOTAXIS	0.1593	0.224590	0.649555	NA	NA	NA	NA	NA	0	0.224590	8931
GOBP_RESPONSE_TO_SALT	0.1626	0.224670	0.656689	NA	NA	NA	NA	NA	0	0.224670	8932
REACTOME_TGFBR3_PTM_REGULATI...	0.1988	0.224730	0.926542	NA	NA	NA	NA	NA	0	0.224730	8933
GOBP_INNER_EAR_RECEPTOR_CELL...2	0.5159	0.224860	0.601183	NA	NA	NA	NA	NA	0	0.224860	8934
GOBP_HUMORAL_IMMUNE_RESPONSE	0.0526	0.224980	0.650089	NA	NA	NA	NA	NA	0	0.224980	8935
GOBP_NATURAL_KILLER_CELL_CHE...	0.2025	0.225350	0.926542	NA	NA	NA	NA	NA	0	0.225350	8936
GOBP_PULMONARY_ARTERY_MORPHO...	0.4494	0.225490	0.602204	NA	NA	NA	NA	NA	0	0.225490	8937
GOBP_NEGATIVE_REGULATION_OF_...540	0.4010	0.225530	0.657249	NA	NA	NA	NA	NA	0	0.225530	8938
GOBP_ESTABLISHMENT_OF_EPITHE...2	0.1535	0.225920	0.657443	NA	NA	NA	NA	NA	0	0.225920	8939
REACTOME_DIGESTION_OF_DIETAR...2	0.2742	0.225930	0.820847	NA	NA	NA	NA	NA	0	0.225930	8940
REACTOME_NF_KB_ACTIVATION_TH...	0.2973	0.225980	0.607848	NA	NA	NA	NA	NA	0	0.225980	8941
GOBP_POSITIVE_REGULATION_OF_...643	0.1417	0.225990	0.926542	NA	NA	NA	NA	NA	0	0.225990	8942
GOBP_TETRAPYRROLE_CATABOLIC_...	0.3029	0.226070	0.607848	NA	NA	NA	NA	NA	0	0.226070	8943
GOBP_CALCIUM_ACTIVATED_PHOSP...1	0.3020	0.226420	0.820847	NA	NA	NA	NA	NA	0	0.226420	8944
GOBP_NEGATIVE_REGULATION_OF_...381	0.2553	0.226520	0.775485	NA	NA	NA	NA	NA	0	0.226520	8945
REACTOME_NEF_MEDIATED_CD8_DO...	0.2293	0.226630	0.775485	NA	NA	NA	NA	NA	0	0.226630	8946
GOBP_CHROMOSOME_MOVEMENT_TOW...	0.3882	0.226950	0.604425	NA	NA	NA	NA	NA	0	0.226950	8947
GOBP_FLOOR_PLATE_DEVELOPMENT	0.1874	0.227150	0.999970	NA	NA	NA	NA	NA	0	0.227150	8948
GOBP_HOMOLOGOUS_CHROMOSOME_S...	0.0762	0.227360	0.999970	NA	NA	NA	NA	NA	0	0.227360	8949
GOBP_MONOCARBOXYLIC_ACID_TRA...	0.0622	0.227550	0.660005	NA	NA	NA	NA	NA	0	0.227550	8950
GOBP_ACETATE_ESTER_TRANSPORT	0.2147	0.227680	0.654070	NA	NA	NA	NA	NA	0	0.227680	8951
REACTOME_RESPONSE_OF_EIF2AK4...	0.0754	0.227710	0.660270	NA	NA	NA	NA	NA	0	0.227710	8952
GOBP_CHROMOSOME_SEPARATION	0.1052	0.227720	0.609111	NA	NA	NA	NA	NA	0	0.227720	8953
REACTOME_BUDDING_AND_MATURAT...	0.1052	0.227760	0.928848	NA	NA	NA	NA	NA	0	0.227760	8954
GOBP_POSITIVE_REGULATION_OF_...168	0.2809	0.227920	0.821817	NA	NA	NA	NA	NA	0	0.227920	8955
